id,budget,genres,original_language,popularity,production_companies,production_countries,release_date,revenue,runtime,vote_average,vote_count,popularity_norm,year,month,date,quarter,others,en,fr,ru,es,hi,ja,it,ko,cn,zh
25,72000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",1,32.227222999999995,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Neal Street Productions"", ""id"": 1522}, {""name"": ""Red Wagon Entertainment"", ""id"": 14440}, {""name"": ""Motion Picture KAPPA Produktionsgesellschaft"", ""id"": 19934}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-11-04,96889998,125.0,6.6,765,0.08468841045641767,2005,11,4,4,0,1,0,0,0,0,0,0,0,0,0
28,31500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10752, ""name"": ""War""}]",1,49.973462,"[{""name"": ""United Artists"", ""id"": 60}, {""name"": ""Zoetrope Studios"", ""id"": 26663}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1979-08-15,89460381,153.0,8.0,2055,0.574678402566494,1979,8,15,3,0,1,0,0,0,0,0,0,0,0,0
33,14000000,"[{""id"": 37, ""name"": ""Western""}]",1,37.380435,"[{""name"": ""Malpaso Productions"", ""id"": 171}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1992-08-07,159157447,131.0,7.7,1113,0.22697333670031378,1992,8,7,3,0,1,0,0,0,0,0,0,0,0,0
35,75000000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",1,46.875375,"[{""name"": ""Gracie Films"", ""id"": 18}, {""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2007-07-25,527068851,87.0,6.9,2264,0.48913736907278704,2007,7,25,3,0,1,0,0,0,0,0,0,0,0,0
38,20000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",1,56.481487,"[{""name"": ""Anonymous Content"", ""id"": 10039}, {""name"": ""This Is That Productions"", ""id"": 10059}, {""name"": ""Focus Features"", ""id"": 10146}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-03-19,72258126,108.0,7.9,3652,0.7543709626859753,2004,3,19,1,0,1,0,0,0,0,0,0,0,0,0
55,2000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",4,23.281616,"[{""name"": ""Altavista Films"", ""id"": 5084}, {""name"": ""Zeta Film"", ""id"": 11230}]","[{""iso_3166_1"": ""MX"", ""name"": ""Mexico""}]",2000-06-16,20908467,154.0,7.6,521,-0.1623080321898152,2000,6,16,2,0,0,0,0,1,0,0,0,0,0,0
58,200000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}]",1,145.84737900000002,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Jerry Bruckheimer Films"", ""id"": 130}, {""name"": ""Second Mate Productions"", ""id"": 19936}]","[{""iso_3166_1"": ""JM"", ""name"": ""Jamaica""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""BS"", ""name"": ""Bahamas""}, {""iso_3166_1"": ""DM"", ""name"": ""Dominica""}]",2006-06-20,1065659812,151.0,7.0,5246,3.2218454915700923,2006,6,20,2,0,1,0,0,0,0,0,0,0,0,0
59,32000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",1,34.628738,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""DC Comics"", ""id"": 429}, {""name"": ""BenderSpink"", ""id"": 6363}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",2005-09-23,60740827,96.0,6.9,832,0.15099644991774983,2005,9,23,3,0,1,0,0,0,0,0,0,0,0,0
62,10500000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 9648, ""name"": ""Mystery""}, {""id"": 12, ""name"": ""Adventure""}]",1,86.201184,"[{""name"": ""Stanley Kubrick Productions"", ""id"": 385}, {""name"": ""Metro-Goldwyn-Mayer (MGM)"", ""id"": 8411}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",1968-04-10,68700000,149.0,7.9,2998,1.5749591503320368,1968,4,10,2,0,1,0,0,0,0,0,0,0,0,0
65,41000000,"[{""id"": 18, ""name"": ""Drama""}]",1,32.798571,"[{""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""Mikona Productions GmbH & Co. KG"", ""id"": 24}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2002-11-08,215000000,110.0,6.8,1626,0.1004638545948693,2002,11,8,4,0,1,0,0,0,0,0,0,0,0,0
66,50000000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",1,13.576765,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Castle Rock Entertainment"", ""id"": 97}, {""name"": ""Malpaso Productions"", ""id"": 171}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1997-02-14,50068310,121.0,6.4,223,-0.43026790047060787,1997,2,14,1,0,1,0,0,0,0,0,0,0,0,0
69,28000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",1,35.580032,"[{""name"": ""Tree Line Films"", ""id"": 84}, {""name"": ""Konrad Pictures"", ""id"": 85}, {""name"": ""Catfish Productions"", ""id"": 86}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Mars Media Beteiligungs"", ""id"": 6402}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-09-13,186438883,136.0,7.3,718,0.177262552811685,2005,9,13,3,0,1,0,0,0,0,0,0,0,0,0
70,30000000,"[{""id"": 18, ""name"": ""Drama""}]",1,70.456012,"[{""name"": ""Lakeshore Entertainment"", ""id"": 126}, {""name"": ""Malpaso Productions"", ""id"": 171}, {""name"": ""Epsilon Motion Pictures"", ""id"": 1171}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Albert S. Ruddy Productions"", ""id"": 16311}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-12-15,216763646,132.0,7.7,2439,1.140220459838136,2004,12,15,4,0,1,0,0,0,0,0,0,0,0,0
71,5000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}]",1,20.428237,"[{""name"": ""BBC Films"", ""id"": 288}, {""name"": ""Tiger Aspect Productions"", ""id"": 686}, {""name"": ""StudioCanal"", ""id"": 694}, {""name"": ""Arts Council of England"", ""id"": 718}, {""name"": ""Working Title Films"", ""id"": 10163}, {""name"": ""WT2 Productions"", ""id"": 10462}]","[{""iso_3166_1"": ""FR"", ""name"": ""France""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",2000-05-18,110000000,110.0,7.4,750,-0.24109245257866815,2000,5,18,2,0,1,0,0,0,0,0,0,0,0,0
73,20000000,"[{""id"": 18, ""name"": ""Drama""}]",1,73.56723199999999,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""The Turman-Morrissey Company"", ""id"": 924}, {""name"": ""Savoy Pictures"", ""id"": 11308}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-10-30,23875127,119.0,8.2,3016,1.2261241075492204,1998,10,30,4,0,1,0,0,0,0,0,0,0,0,0
74,132000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",1,48.572726,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Cruise/Wagner Productions"", ""id"": 44}, {""name"": ""Amblin Entertainment"", ""id"": 56}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2005-06-28,591739379,116.0,6.2,2322,0.5360027923942037,2005,6,28,2,0,1,0,0,0,0,0,0,0,0,0
75,70000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 878, ""name"": ""Science Fiction""}]",1,44.090534999999996,"[{""name"": ""Tim Burton Productions"", ""id"": 8601}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1996-12-12,101371017,106.0,6.1,1509,0.41224537355600027,1996,12,12,4,0,1,0,0,0,0,0,0,0,0,0
76,2500000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",1,23.672570999999998,"[{""name"": ""Detour Film Production"", ""id"": 98}]","[{""iso_3166_1"": ""AT"", ""name"": ""Austria""}, {""iso_3166_1"": ""CH"", ""name"": ""Switzerland""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1995-01-27,5535405,105.0,7.7,959,-0.15151340481184547,1995,1,27,1,0,1,0,0,0,0,0,0,0,0,0
77,9000000,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 53, ""name"": ""Thriller""}]",1,60.715151,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Newmarket Capital Group"", ""id"": 506}, {""name"": ""Team Todd"", ""id"": 598}, {""name"": ""I Remember Productions"", ""id"": 34446}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-10-11,39723096,113.0,8.1,4028,0.871266322314385,2000,10,11,4,0,1,0,0,0,0,0,0,0,0,0
78,28000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",1,94.05613100000001,"[{""name"": ""Shaw Brothers"", ""id"": 5798}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""The Ladd Company"", ""id"": 7965}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""HK"", ""name"": ""Hong Kong""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",1982-06-25,33139618,117.0,7.9,3509,1.7918414665543683,1982,6,25,2,0,1,0,0,0,0,0,0,0,0,0
79,31000000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}, {""id"": 36, ""name"": ""History""}]",10,23.607392,"[{""name"": ""Beijing New Picture Film Co. Ltd."", ""id"": 724}, {""name"": ""China Film Co-Production Corporation"", ""id"": 2269}]","[{""iso_3166_1"": ""CN"", ""name"": ""China""}]",2002-12-19,177394432,99.0,7.2,635,-0.15331305699142794,2002,12,19,4,0,0,0,0,0,0,0,0,0,0,1
80,2700000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",1,14.799323000000001,"[{""name"": ""Castle Rock Entertainment"", ""id"": 97}, {""name"": ""Detour Film Production"", ""id"": 98}, {""name"": ""Warner Independent Pictures (WIP)"", ""id"": 11509}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-02-10,15992615,80.0,7.6,718,-0.3965119488701526,2004,2,10,1,0,1,0,0,0,0,0,0,0,0,0
83,130000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",1,15.611857,"[{""name"": ""Plunge Pictures LLC"", ""id"": 22376}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2004-08-06,54667954,79.0,5.4,315,-0.3740771372884328,2004,8,6,3,0,1,0,0,0,0,0,0,0,0,0
85,18000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}]",1,68.159596,"[{""name"": ""Lucasfilm"", ""id"": 1}, {""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1981-06-12,389925971,115.0,7.7,3854,1.0768143004980382,1981,6,12,2,0,1,0,0,0,0,0,0,0,0,0
87,28000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}]",1,66.976776,"[{""name"": ""Lucasfilm"", ""id"": 1}, {""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1984-05-23,333000000,118.0,7.1,2781,1.0441555516517256,1984,5,23,2,0,1,0,0,0,0,0,0,0,0,0
89,48000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 28, ""name"": ""Action""}]",1,80.972475,"[{""name"": ""Lucasfilm"", ""id"": 1}, {""name"": ""Paramount Pictures"", ""id"": 4}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1989-05-24,474171806,127.0,7.6,3152,1.4305896824320563,1989,5,24,2,0,1,0,0,0,0,0,0,0,0,0
90,15000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",1,29.843818,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Eddie Murphy Productions"", ""id"": 30}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1984-11-29,316360478,105.0,6.8,961,0.018880404763204905,1984,11,29,4,0,1,0,0,0,0,0,0,0,0,0
95,140000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 12, ""name"": ""Adventure""}]",1,58.485967,"[{""name"": ""Jerry Bruckheimer Films"", ""id"": 130}, {""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Valhalla Motion Pictures"", ""id"": 11533}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-07-01,553799566,151.0,6.4,2482,0.8097165003734146,1998,7,1,3,0,1,0,0,0,0,0,0,0,0,0
96,20000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",1,25.28436,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Eddie Murphy Productions"", ""id"": 30}, {""name"": ""Don Simpson/Jerry Bruckheimer Films"", ""id"": 10288}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1987-05-18,299965036,100.0,6.1,613,-0.10701042706015913,1987,5,18,2,0,1,0,0,0,0,0,0,0,0,0
98,103000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 12, ""name"": ""Adventure""}]",1,95.301296,"[{""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Scott Free Productions"", ""id"": 1645}, {""name"": ""Red Wagon Entertainment"", ""id"": 14440}, {""name"": ""Mill Film"", ""id"": 21904}, {""name"": ""C & L"", ""id"": 21905}, {""name"": ""Dawliz"", ""id"": 21906}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-05-01,457640427,155.0,7.9,5439,1.8262216182319002,2000,5,1,2,0,1,0,0,0,0,0,0,0,0,0
100,1350000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",1,16.032594,"[{""name"": ""Handmade Films Ltd."", ""id"": 146}, {""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""PolyGram Filmed Entertainment"", ""id"": 1382}, {""name"": ""SKA Films"", ""id"": 13419}, {""name"": ""The Steve Tisch Company"", ""id"": 21920}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",1998-03-05,3897569,105.0,7.5,1648,-0.3624602014796444,1998,3,5,1,0,1,0,0,0,0,0,0,0,0,0
103,1300000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}]",1,58.845025,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Italo/Judeo Productions"", ""id"": 46059}, {""name"": ""Bill/Phillips"", ""id"": 46060}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1976-02-07,28262574,114.0,8.0,2535,0.8196304222239575,1976,2,7,1,0,1,0,0,0,0,0,0,0,0,0
104,1530000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",0,27.36562,"[{""name"": ""X-Filme Creative Pool"", ""id"": 1972}, {""name"": ""Westdeutscher Rundfunk (WDR)"", ""id"": 7025}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",1998-08-20,7267585,81.0,7.2,664,-0.049544922905784924,1998,8,20,3,1,0,0,0,0,0,0,0,0,0,0
105,19000000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 10751, ""name"": ""Family""}]",1,76.60323299999999,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Amblin Entertainment"", ""id"": 56}, {""name"": ""U-Drive Productions"", ""id"": 20448}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1985-07-03,381109762,116.0,8.0,6079,1.3099508894400864,1985,7,3,3,0,1,0,0,0,0,0,0,0,0,0
106,18000000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",1,50.009408,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Lawrence Gordon Productions"", ""id"": 840}, {""name"": ""Davis Entertainment"", ""id"": 1302}, {""name"": ""Silver Pictures"", ""id"": 1885}, {""name"": ""Amercent Films"", ""id"": 5263}, {""name"": ""American Entertainment Partners L.P."", ""id"": 5264}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1987-06-11,98235548,107.0,7.3,2093,0.5756709047105478,1987,6,11,2,0,1,0,0,0,0,0,0,0,0,0
107,10000000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",1,53.595686,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Screen Gems"", ""id"": 3287}, {""name"": ""SKA Films"", ""id"": 13419}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",2000-09-01,83557872,103.0,7.7,2912,0.674691341036495,2000,9,1,3,0,1,0,0,0,0,0,0,0,0,0
111,25000000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",1,70.105981,"[{""name"": ""Universal Pictures"", ""id"": 33}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1983-12-08,65884703,170.0,8.0,2948,1.1305557817658818,1983,12,8,4,0,1,0,0,0,0,0,0,0,0,0
114,14000000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}]",1,45.473484,"[{""name"": ""Touchstone Pictures"", ""id"": 9195}, {""name"": ""Silver Screen Partners IV"", ""id"": 10282}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1990-03-23,463000000,119.0,7.0,1746,0.4504298682874552,1990,3,23,1,0,1,0,0,0,0,0,0,0,0,0
115,15000000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 80, ""name"": ""Crime""}]",1,49.230089,"[{""name"": ""Gramercy Pictures"", ""id"": 37}, {""name"": ""PolyGram Filmed Entertainment"", ""id"": 1382}, {""name"": ""Working Title Films"", ""id"": 10163}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",1998-03-06,46189568,117.0,7.8,2926,0.5541531898493182,1998,3,6,1,0,1,0,0,0,0,0,0,0,0,0
